movie_display_name,$_total_box_office,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,$_domestic_DVD_sales,movie_financial_summary_production_budget
Mickey Blue Eyes,53864342,33864342,20000000,,40000000
The International,53850527,25450527,28400000,8125417,50000000
The Three Stooges,53801644,44338224,9463420,20668040,30000000
The Borrowers,53785536,22359293,31426243,,29000000
The Messengers,53774833,35374833,18400000,16269253,16000000
Doc Hollywood,53732464,53732464,00000,,00000
Rookie of the Year,53579269,53579269,00000,,00000
Stranger Than Fiction,53572822,40435190,13137632,31104418,30000000
Nine,53508858,19676965,33831893,5480837,80000000
Bounce,53425292,36805288,16620004,,35000000
Throw Momma From the Train,53380796,53380796,00000,,00000
Sea of Love,53350495,53350495,00000,,19000000
Madea's Big Happy Family,53345287,53345287,00000,11202686,00000
Radio,53293628,52333738,959890,,35000000
Papillon,53267000,53267000,00000,,00000
Hollywood Adventures,53246837,00000,53246837,,00000
Arachnophobia,53208180,53208180,00000,,31000000
Doubt,53191101,33446470,19744631,14119802,20000000
Pitch Black,53182088,39235088,13947000,,23000000
From Paris With Love,53139168,24077427,29061741,15841359,52000000
That Awkward Moment,53068955,26068955,27000000,2959716,8000000
Wickie und die starken Männer,53049987,00000,53049987,,00000
Konferenz der Tiere,53048539,00000,53048539,,30000000
To the Limit,53000000,53000000,00000,,00000
Suspect X,53000000,00000,53000000,,00000
The Sinking of Japan,53000000,00000,53000000,,00000
My Cousin Vinny,52929168,52929168,00000,,11000000
Outrageous Fortune,52864741,52864741,00000,,00000
Pooh's Heffalump Movie,52858433,18098433,34760000,,20000000
Message in a Bottle,52799004,52799004,00000,,30000000
Pet Sematary,52795778,52795778,00000,,11500000
The Recruit,52784696,52784696,00000,,00000
Choi-jong-byeong-gi-hwal,52760691,40685,52720006,,00000
American Gigolo,52743674,22743674,30000000,,00000
The Odd Life of Timothy Green,52685425,51853450,831975,15710732,40000000
La Bamba,52678820,52678820,00000,,6500000
Sinister 2,52650204,27740955,24909249,,10000000
Untraceable,52649951,28687835,23962116,20862732,35000000
Beethoven's 2nd,52636940,52636940,00000,,00000
The Roommate,52545707,37300107,15245600,5469222,16000000
Tyler Perry's A Madea Christmas,52543354,52543354,00000,12348199,25000000
Wild,52501541,37880356,14621185,5273435,15000000
Big Fat Liar,52461017,47811275,4649742,,15000000
An Inconvenient Truth,52438751,23814997,28623754,31629455,1000000
The Boy Next Door,52426530,35423380,17003150,4750097,4000000
Unlawful Entry,52404352,52404352,00000,,00000
Le Petit Nicolas,52339566,201857,52137709,,30000000
Ordinary People,52302978,52302978,00000,,6000000
Stand by Me,52287414,52287414,00000,,8000000
One Hour Photo,52223306,31597131,20626175,,12000000
00010,52134699,52134699,00000,,00000
"South Park: Bigger, Longer & Uncut",52037603,52037603,00000,,21000000
Tyler Perry's Temptation,51975354,51975354,00000,12532275,00000
Lawless,51932335,37397291,14535044,16363936,26000000
Hanging Up,51867723,36037909,15829814,,40000000
I Can Do Bad All By Myself,51733921,51733921,00000,19657313,19000000
Maximum Risk,51639438,14039438,37600000,,25000000
Blue Crush,51618420,40118420,11500000,,30000000
Amadeus,51564280,51564280,00000,,18000000
Daybreakers,51445503,30101577,21343926,13796622,20000000
Mortal Kombat: Annihilation,51327406,35927406,15400000,,30000000
RoboCop,51327050,51327050,00000,,13000000
Awakenings,51306865,51306865,00000,,00000
Hooper,51290536,51290536,00000,,00000
Fargo,51184363,24547547,26636816,,7000000
Bodyguard,51119758,1834384,49285374,,00000
Hollywood Homicide,51107785,30207785,20900000,,75000000
Silver Streak,51079064,51079064,00000,,00000
The Family,51078541,36918811,14159730,9466286,30000000
"Oh, God!",51061196,51061196,00000,,00000
All the President's Men,51048435,51048435,00000,,00000
Las aventuras de Tadeo Jones,51031724,00000,51031724,64752,00000
The Spy Next Door,50983364,24307106,26676258,9152849,28000000
Enough,50970660,39177215,11793445,,38000000
Bull Durham,50888729,50888729,00000,,00000
College Road Trip,50873923,45610425,5263498,19223670,00000
Yeh Jawaani Hai Deewani,50827466,3827466,47000000,,8300000
Naked Gun 33 1/3: The Final Insult,50825302,50825302,00000,,30000000
Coco avant Chanel,50813834,6113834,44700000,,23000000
You Got Served,50811858,40066497,10745361,,8000000
A Bridge Too Far,50800000,50800000,00000,,26000000
Gekijouban Pokketo monsutâ Besuto wisshu: Pikutini to kuroku eiyuu Zekuromu,50776443,00000,50776443,,00000
Feng Bao,50770000,00000,50770000,,00000
Hable con ella,50768280,9284265,41484015,,00000
August:  Osage County,50738810,37738810,13000000,7461193,25000000
Sea Monsters: A Prehistoric Adventure,50728163,23746066,26982097,,00000
Elizabethtown,50719373,26850426,23868947,15902214,54000000
Bonnie and Clyde,50700000,50700000,00000,,00000
Boyhood,50689197,25379975,25309222,3350686,4000000
The Deep,50681884,50681884,00000,,00000
Bride of Chucky,50656960,32368960,18288000,,25000000
Meet Dave,50648806,11803254,38845552,,60000000
The Crow,50638075,50638075,00000,,00000
Mighty Joe Young,50628009,50628009,00000,,80000000
Notes on a Scandal,50578411,17510118,33068293,8984051,27500000
The Love Bug,50576808,50576808,00000,,00000
Nowhere to Run,50570994,20570994,30000000,,15000000
Sneakers,50560948,50560948,00000,,00000
The Texas Chainsaw Massacre: The Beginning,50517763,39517763,11000000,29530651,16000000
Eddie Murphy Raw,50504655,50504655,00000,,00000
Diary of a Mad Black Woman,50458356,50406346,52010,,5500000
About Last Night,50445860,48637684,1808176,4792929,13000000
The Nightmare Before Christmas,50408318,50408318,00000,,00000
The Three Musketeers,50375628,50375628,00000,,00000
Red Tails,50365498,49876377,489121,16265594,58000000
K-PAX,50315140,50315140,00000,,48000000
Team America: World Police,50274834,32774834,17500000,,20000000
Brick Mansions,50236829,20396829,29840000,3433425,28000000
Natural Born Killers,50215954,50215954,00000,,00000
Grindhouse,50187789,25031037,25156752,36798570,53000000
Supercondriaque,50160446,00000,50160446,,00000
The Color of Money,50159778,50159778,00000,,10000000
Winnie the Pooh,50145607,26692846,23452761,14420443,30000000
Breakdown,50129186,50129186,00000,,36000000
Rock of Ages,50118613,38518613,11600000,11820431,70000000
The Women,50103808,26902075,23201733,12739479,16000000
The Longest Day,50100000,39100000,11000000,,10000000
Sphere,50076367,36976367,13100000,,73000000
Fever Pitch,50071069,42071069,8000000,,40000000
The Replacements,50054511,44737059,5317452,,50000000
Absolute Power,50007168,50007168,00000,,50000000
Little Women,50003303,50003303,00000,,15000000
Reds,50000000,50000000,00000,,33500000
The Deer Hunter,50000000,50000000,00000,,15000000
He Yi Sheng Xiao Mo,50000000,00000,50000000,,00000
A Walk in the Clouds,49993080,49993080,00000,,00000
Capote,49924079,28750530,21173549,17037721,7000000
The Way We Were,49919870,49919870,00000,,00000
The Hurt Locker,49894223,17017811,32876412,38821563,15000000
The Switch,49858465,27758465,22100000,9013736,19000000
Popeye,49823037,49823037,00000,,20000000
Major League,49793054,49793054,00000,,11000000
Pleasantville,49789066,40568025,9221041,,00000
The Mighty Ducks,49764659,49764659,00000,,10000000
"Planes, Trains & Automobiles",49752241,49509935,242306,,00000
Kokuriko-zaka Kara,49743812,1000878,48742934,2364489,00000
Leaving Las Vegas,49737350,31921127,17816223,,4000000
Angels in the Outfield,49735551,49735551,00000,,00000
This Christmas,49733545,49121934,611611,23932460,13000000
Sky Captain and the World of Tomorrow,49730854,37760080,11970774,,70000000
Ip Man: Legend of the Grand Master,49721954,205675,49516279,2701486,00000
The Abyss,49710458,49710458,00000,,70000000
Drillbit Taylor,49686263,32862104,16824159,14878580,40000000
How Do You Know?,49628177,30212620,19415557,10064612,120000000
The Ant Bully,49610898,28142535,21468363,35995549,45000000
The Fourth Kind,49486874,26218170,23268704,9127616,10000000
Dark Water,49473093,25473093,24000000,,60000000
Jonas Brothers: The 3D Concert Experience,49440776,38174685,11266091,9067173,00000
Oliver & Company,49424284,49424284,00000,,00000
Shampoo,49407734,49407734,00000,,00000
A Nightmare on Elm Street 4: The Dream Master,49369899,49369899,00000,,13000000
National Lampoon's European Vacation,49364621,49364621,00000,,00000
Biloxi Blues,49181353,40681353,8500000,,00000
The Last King of Scotland,49155371,17606684,31548687,18299195,6000000
42142,49136551,00000,49136551,,00000
The Black Dahlia,49110792,22545080,26565712,12386807,60000000
Bugsy,49103967,49103967,00000,,00000
Danny the Dog,49037621,24537621,24500000,,43000000
Arthur et la vengeance de Maltazard,48995492,347136,48648356,,00000
Death at a Funeral,48977233,42739347,6237886,13952141,21000000
Alpha and Omega 3D,48958353,25107267,23851086,11348417,20000000
The Negotiator,48884065,44484065,4400000,,50000000
Her,48783090,25568251,23214839,2945072,23000000
The Rescuers,48775599,48775599,00000,,00000
Creed,48668257,46368257,2300000,,37000000
When a Man Loves a Woman,48586043,48586043,00000,,00000
The Avengers,48585416,23385416,25200000,,60000000
The Omen,48570885,48570885,00000,,2800000
Fat Albert,48563556,48114556,449000,,45000000
00009,48559999,31749894,16810105,11280652,30000000
Parker,48543388,17616641,30926747,7998673,35000000
Frozen,48533065,246177,48286888,3362513,00000
Les petits mouchoirs,48530887,205505,48325382,,25000000
Magnolia,48446802,22450975,25995827,,37000000
Charlie St. Cloud,48434366,31162545,17271821,12638956,44000000
The Big Wedding,48425971,21819348,26606623,4139148,32500000
The Last Stand,48330757,12050299,36280458,6309041,30000000
She's Out of My League,48298434,31628317,16670117,10549998,20000000
Red Dawn,48164150,44806783,3357367,12213501,65000000
G.I. Jane,48154732,48154732,00000,,50000000
The Preacher's Wife,48093211,48093211,00000,,00000
Single White Female,48017402,48017402,00000,,00000
Welcome to Dongmakgol,48000000,00000,48000000,,00000
Scott Pilgrim vs. The World,47969723,31524275,16445448,18756257,85000000
Sutekina kanashibari,47966182,00000,47966182,,00000
Sunny,47958698,00000,47958698,,00000
Aeon Flux,47953341,25857987,22095354,21991031,55000000
The Natural,47951979,47951979,00000,,00000
The Blue Lagoon,47923795,47923795,00000,,4500000
High Fidelity,47881663,27277055,20604608,,20000000
Secondhand Lions,47855342,42023715,5831627,,30000000
A Lot Like Love,47835784,21835784,26000000,,25000000
Trouble with the Curve,47818913,35763137,12055776,13693206,60000000
Arthur,47787943,33035397,14752546,4765808,40000000
Shutter,47782426,25928550,21853876,7618839,8000000
Prem Ratan Dhan Payo,47728805,4328805,43400000,,00000
Book of Shadows: Blair Witch 2,47721314,26421314,21300000,,15000000
Hachiko: A Dog's Story,47707417,00000,47707417,5709208,16000000
The Dead End,47670000,00000,47670000,,00000
Texas Chainsaw 3D,47666013,34341945,13324068,3508164,20000000
The World's End,47508505,26004851,21503654,2892519,20000000
George A. Romero's Land of the Dead,47484873,20433940,27050933,,18975000
An American Tail,47483002,47483002,00000,,00000
The Rescuers Down Under,47431461,27931461,19500000,,00000
Crazy Heart,47409815,39464306,7945509,15693809,8500000
Man on the Moon,47407635,34580635,12827000,,52000000
Tightrope,47392179,47392179,00000,,00000
Hard To Kill,47381386,47381386,00000,,00000
Almost Famous,47371191,32522352,14848839,,60000000
Walking Tall,47313824,46213824,1100000,,56000000
CJ7,47300771,206678,47094093,,20000000
Darkness Falls,47289758,32539681,14750077,,7000000
Airport 1975,47285152,47285152,00000,,00000
The Watcher,47267829,28946615,18321214,,33000000
Soul Surfer,47158652,43853424,3305228,17131245,18000000
The Toy,47118057,47118057,00000,,00000
The Fantastic Mr. Fox,47085064,21002919,26082145,15615786,40000000
The Wedding Date,47033343,31585300,15448043,,15000000
Meitantei Conan: Chinmoku no kuôtâ,47024973,00000,47024973,,00000
Dabangg,47017018,1288549,45728469,,00000
The Place Beyond the Pines,47011449,21403519,25607930,3923923,15000000
Xiong Chumo Zhi Xueling Xiongfeng,47000000,00000,47000000,,00000
Desu Noto 2,47000000,00000,47000000,,00000
Urban Cowboy,46918287,46918287,00000,,00000
"See No Evil, Hear No Evil",46900000,46900000,00000,,00000
Chef,46829309,31424004,15405305,4798708,00000
Deck the Halls,46815807,35093569,11722238,29044409,51000000
Death at a Funeral,46790428,8580428,38210000,,20000000
Fortress,46730578,6730578,40000000,,12000000
Get Rich or Die Tryin',46666955,30981850,15685105,19029304,40000000
Dog Day Afternoon,46665856,46665856,00000,,00000
The Wrestler,46634275,26238243,20396032,12327323,6000000
Colors,46616067,46616067,00000,,00000
Look Who's Talking Too,46614448,46614448,00000,,00000
The Debt,46604054,31177548,15426506,7071334,20000000
Bangkok Dangerous,46598133,15298133,31300000,18829064,45000000
The Rocketeer,46573027,46573027,00000,,00000
The Brady Bunch Movie,46532720,46532720,00000,,00000
How the West Was Won,46500000,46500000,00000,,00000
Machete,46370970,26593646,19777324,17135906,12500000
The Nativity Story,46309644,37629831,8679813,26394827,35000000
Under the Sea 3D,46277977,34777977,11500000,,00000
Miracle on 34th Street,46274068,17174068,29100000,,00000
Des Hommes et Des Dieux,46263525,3954651,42308874,,5000000
Goodfellas,46261759,46261759,00000,,25000000
Entourage,46225326,32363404,13861922,909294,30000000
Legal Eagles,46210024,46210024,00000,,40000000
The Enforcer,46200000,46200000,00000,,00000
The Paper,46184490,36584490,9600000,,00000
Torque,46176322,21176322,25000000,,40000000
The Big Lebowski,46129927,17439163,28690764,,15000000
Napoleon Dynamite,46122713,44540956,1581757,,400000
Deliverance,46122355,46122355,00000,,00000
For Love of the Game,46112640,35188640,10924000,,50000000
One Fine Day,46112540,46112540,00000,,00000
A Walk to Remember,46060915,41227069,4833846,,11000000
Malice,46038636,46038636,00000,,00000
The Nanny Diaries,45991195,25926673,20064522,37949833,00000
Mr. Brooks,45989012,28476219,17512793,29923719,00000
Zan men jie hun ba,45881996,461996,45420000,,00000
The Breakfast Club,45875171,45875171,00000,,00000
"Greystoke: The Legend of Tarzan, Lord of the Apes",45858563,45858563,00000,,00000
The Rainmaker,45856732,45856732,00000,,40000000
Brewster's Millions,45800000,40800000,5000000,,00000
Firefox,45785720,45785720,00000,,21000000
Take Off,45743246,00000,45743246,,00000
Addams Family Values,45703556,45703556,00000,,00000
Man on a Ledge,45688337,18620000,27068337,5535473,42000000
RoboCop 2,45681173,45681173,00000,,00000
Hot Pursuit,45680201,34580201,11100000,6826373,35000000
You yi ge di fang zhi you wo men zhi dao,45642013,482013,45160000,,00000
New Jack City,45634270,45634270,00000,,00000
Dancer in the Dark,45557491,4157491,41400000,,12500000
Fletch,45488983,45488983,00000,,00000
The Last House on the Left,45482936,32752215,12730721,20597258,15000000
Kokowaah,45424636,00000,45424636,,00000
Hero,45422548,84961,45337587,,00000
Grizzly Adams,45411063,45411063,00000,,00000
Thelma & Louise,45361000,45361000,00000,,00000
Keeping the Faith,45336404,37036404,8300000,,29000000
Wei ai zhi jian ru jia jing,45331734,271734,45060000,,00000
The Dirty Dozen,45300000,45300000,00000,,00000
Good Boy!,45299252,37654781,7644471,,17000000
Eunmilhage Widaehage,45286922,00000,45286922,,00000
Léon,45284974,19284974,26000000,,16000000
Wayne's World 2,45264562,45264562,00000,,00000
Cold War,45249153,00000,45249153,,00000
The Duchess,45160110,13848978,31311132,11480687,27000000
Deuce Bigalow: European Gigolo,45137797,22264487,22873310,,22000000
Brothers,45043870,28544157,16499713,10964893,26000000
The Hunted,45016494,34234008,10782486,,55000000
